province_zipCode,city_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
510000,513300,534,0,320,3,74,0,18,0
510000,511700,534,0,320,3,42,0,20,0
510000,511300,534,0,320,3,39,0,23,0
510000,511900,534,0,320,3,24,0,11,0
510000,511600,534,0,320,3,30,0,21,0
510000,510600,534,0,320,3,18,0,9,0
510000,510700,534,0,320,3,22,0,14,0
510000,510500,534,0,320,3,24,0,20,0
510000,511000,534,0,320,3,22,0,18,0
510000,513400,534,0,320,3,13,0,9,0
510000,510900,534,0,320,3,17,0,15,0
510000,511500,534,0,320,3,12,0,10,0
510000,511400,534,0,320,3,8,0,6,0
510000,512000,534,0,320,3,4,0,2,0
510000,511800,534,0,320,3,7,0,6,0
510000,510400,534,0,320,3,16,0,16,0
510000,510300,534,0,320,3,9,0,9,0
510000,510800,534,0,320,3,6,0,6,0
510000,511100,534,0,320,3,3,0,3,0
510000,513200,534,0,320,3,1,0,1,0
320000,320100,631,0,496,0,93,0,58,0
320000,320500,631,0,496,0,87,0,59,0
320000,320800,631,0,496,0,66,0,50,0
320000,320700,631,0,496,0,48,0,33,0
320000,320200,631,0,496,0,55,0,45,0
320000,320300,631,0,496,0,79,0,71,0
320000,321000,631,0,496,0,23,0,17,0
320000,321200,631,0,496,0,37,0,32,0
320000,320400,631,0,496,0,51,0,48,0
320000,320600,631,0,496,0,40,0,37,0
320000,320900,631,0,496,0,27,0,25,0
320000,321300,631,0,496,0,13,0,11,0
320000,321100,631,0,496,0,12,0,10,0
450000,451200,252,0,161,2,28,0,8,1
450000,450500,252,0,161,2,44,0,29,1
450000,450100,252,0,161,2,55,0,44,0
450000,450600,252,0,161,2,19,0,8,0
450000,450200,252,0,161,2,24,0,15,0
450000,451300,252,0,161,2,11,0,2,0
450000,450300,252,0,161,2,32,0,24,0
450000,450900,252,0,161,2,11,0,7,0
450000,450800,252,0,161,2,8,0,5,0
450000,450700,252,0,161,2,8,0,7,0
450000,450400,252,0,161,2,5,0,5,0
450000,451100,252,0,161,2,4,0,4,0
450000,451000,252,0,161,2,3,0,3,0
350000,350300,296,0,228,1,56,0,36,0
350000,350500,296,0,228,1,47,0,29,0
350000,350700,296,0,228,1,20,0,13,0
350000,350400,296,0,228,1,14,0,8,0
350000,350600,296,0,228,1,20,0,15,0
350000,350100,296,0,228,1,72,0,67,1
350000,350200,296,0,228,1,35,0,31,0
350000,350900,296,0,228,1,26,0,23,0
350000,350800,296,0,228,1,6,0,6,0
130000,130200,317,0,269,6,58,0,40,1
130000,130900,317,0,269,6,48,0,35,3
130000,130700,317,0,269,6,40,0,33,0
130000,130100,317,0,269,6,29,0,24,0
130000,130400,317,0,269,6,32,0,30,0
130000,130300,317,0,269,6,10,0,8,1
130000,130600,317,0,269,6,32,0,32,0
130000,131000,317,0,269,6,30,0,30,0
130000,130500,317,0,269,6,23,0,22,1
130000,131100,317,0,269,6,8,0,8,0
130000,130800,317,0,269,6,7,0,7,0
150000,152500,75,0,39,0,9,0,2,0
150000,150200,75,0,39,0,11,0,5,0
150000,150100,75,0,39,0,7,0,2,0
150000,150500,75,0,39,0,7,0,2,0
150000,150400,75,0,39,0,9,0,5,0
150000,150700,75,0,39,0,7,0,4,0
150000,150600,75,0,39,0,11,0,9,0
150000,150800,75,0,39,0,8,0,6,0
150000,150900,75,0,39,0,3,0,2,0
150000,152200,75,0,39,0,1,0,0,0
150000,150300,75,0,39,0,2,0,2,0
460000,460200,168,0,131,5,54,0,43,1
460000,460100,168,0,131,5,39,0,29,0
460000,469026,168,0,131,5,7,0,3,0
460000,460400,168,0,131,5,15,0,12,1
460000,469006,168,0,131,5,13,0,11,0
460000,469023,168,0,131,5,9,0,6,1
460000,469029,168,0,131,5,3,0,1,0
460000,469002,168,0,131,5,6,0,4,1
460000,469007,168,0,131,5,3,0,2,0
460000,469024,168,0,131,5,6,0,6,0
460000,469028,168,0,131,5,4,0,4,0
460000,469021,168,0,131,5,3,0,2,1
460000,469005,168,0,131,5,3,0,3,0
460000,469027,168,0,131,5,2,0,2,0
460000,469030,168,0,131,5,1,0,1,0
460000,0,168,0,131,5,0,0,2,0
530000,530600,174,0,150,2,25,0,15,0
530000,530100,174,0,150,2,53,0,48,0
530000,0,174,0,150,2,9,0,7,0
530000,530400,174,0,150,2,14,0,12,1
530000,530300,174,0,150,2,13,0,12,0
530000,0,174,0,150,2,13,0,12,0
530000,530500,174,0,150,2,9,0,8,0
530000,0,174,0,150,2,5,0,4,0
530000,532800,174,0,150,2,15,0,14,1
530000,530700,174,0,150,2,7,0,7,0
530000,530800,174,0,150,2,4,0,4,0
530000,0,174,0,150,2,4,0,4,0
530000,0,174,0,150,2,2,0,2,0
530000,530900,174,0,150,2,1,0,1,0
640000,640300,72,0,68,0,28,0,26,0
640000,640100,72,0,68,0,33,0,32,0
640000,640500,72,0,68,0,4,0,3,0
640000,640400,72,0,68,0,5,0,5,0
640000,0,72,0,68,0,1,0,1,0
640000,640200,72,0,68,0,1,0,1,0
440000,440300,1347,0,890,7,417,0,271,3
440000,440100,1347,0,890,7,346,0,230,1
440000,441900,1347,0,890,7,97,0,43,1
440000,440600,1347,0,890,7,84,0,46,0
440000,440400,1347,0,890,7,98,0,61,1
440000,440700,1347,0,890,7,23,0,11,0
440000,442000,1347,0,890,7,66,0,55,0
440000,441300,1347,0,890,7,62,0,54,0
440000,440800,1347,0,890,7,22,0,17,0
440000,441200,1347,0,890,7,19,0,13,1
440000,440900,1347,0,890,7,14,0,9,0
440000,441400,1347,0,890,7,16,0,12,0
440000,441700,1347,0,890,7,14,0,10,0
440000,440500,1347,0,890,7,25,0,22,0
440000,440200,1347,0,890,7,10,0,7,0
440000,445200,1347,0,890,7,8,0,5,0
440000,441500,1347,0,890,7,5,0,4,0
440000,445100,1347,0,890,7,5,0,4,0
440000,441800,1347,0,890,7,12,0,12,0
440000,441600,1347,0,890,7,4,0,4,0
370000,370800,756,0,384,6,258,0,43,0
370000,370100,756,0,384,6,47,0,25,0
370000,370700,756,0,384,6,44,0,24,0
370000,371400,756,0,384,6,37,0,15,2
370000,370600,756,0,384,6,47,0,28,0
370000,370200,756,0,384,6,60,0,42,1
370000,371000,756,0,384,6,38,0,27,0
370000,370300,756,0,384,6,30,0,18,1
370000,370900,756,0,384,6,35,0,23,2
370000,371500,756,0,384,6,38,0,31,0
370000,371300,756,0,384,6,49,0,45,0
370000,371100,756,0,384,6,16,0,12,0
370000,371600,756,0,384,6,15,0,12,0
370000,370400,756,0,384,6,24,0,22,0
370000,371700,756,0,384,6,18,0,17,0
330000,330300,1205,0,924,1,504,0,384,1
330000,331000,1205,0,924,1,146,0,103,0
330000,0,1205,0,924,1,36,0,3,0
330000,330100,1205,0,924,1,169,0,146,0
330000,330200,1205,0,924,1,157,0,134,0
330000,330400,1205,0,924,1,45,0,32,0
330000,330600,1205,0,924,1,42,0,31,0
330000,330700,1205,0,924,1,55,0,50,0
330000,330900,1205,0,924,1,10,0,6,0
330000,330800,1205,0,924,1,14,0,11,0
330000,330500,1205,0,924,1,10,0,7,0
330000,331100,1205,0,924,1,17,0,17,0
510000,510100,534,0,314,3,143,0,83,3
510000,513300,534,0,314,3,74,0,18,0
510000,511700,534,0,314,3,42,0,20,0
510000,511300,534,0,314,3,39,0,23,0
510000,511900,534,0,314,3,24,0,11,0
510000,511600,534,0,314,3,30,0,21,0
510000,510600,534,0,314,3,18,0,9,0
510000,510700,534,0,314,3,22,0,14,0
510000,510500,534,0,314,3,24,0,17,0
510000,511000,534,0,314,3,22,0,15,0
510000,513400,534,0,314,3,13,0,9,0
510000,510900,534,0,314,3,17,0,15,0
510000,511500,534,0,314,3,12,0,10,0
510000,511400,534,0,314,3,8,0,6,0
510000,512000,534,0,314,3,4,0,2,0
510000,511800,534,0,314,3,7,0,6,0
510000,510400,534,0,314,3,16,0,16,0
510000,510300,534,0,314,3,9,0,9,0
510000,510800,534,0,314,3,6,0,6,0
510000,511100,534,0,314,3,3,0,3,0
510000,513200,534,0,314,3,1,0,1,0
420000,420100,65596,0,23226,2641,47824,0,13328,2104
420000,420900,65596,0,23226,2641,3516,0,1622,113
420000,421100,65596,0,23226,2641,2904,0,1952,110
420000,420700,65596,0,23226,2641,1389,0,613,42
420000,421000,65596,0,23226,2641,1579,0,867,45
420000,421300,65596,0,23226,2641,1307,0,693,37
420000,420500,65596,0,23226,2641,929,0,396,30
420000,420600,65596,0,23226,2641,1175,0,701,31
420000,420800,65596,0,23226,2641,923,0,508,37
420000,420200,65596,0,23226,2641,1013,0,624,33
420000,420300,65596,0,23226,2641,671,0,372,3
420000,421200,65596,0,23226,2641,836,0,616,11
420000,429004,65596,0,23226,2641,575,0,356,19
420000,429006,65596,0,23226,2641,496,0,307,13
420000,429005,65596,0,23226,2641,197,0,97,9
420000,422800,65596,0,23226,2641,251,0,164,4
420000,429021,65596,0,23226,2641,11,0,10,0
440000,440300,1347,0,876,7,417,0,271,3
440000,440100,1347,0,876,7,346,0,230,1
440000,441900,1347,0,876,7,97,0,43,1
440000,440600,1347,0,876,7,84,0,36,0
440000,440400,1347,0,876,7,98,0,61,1
440000,440700,1347,0,876,7,23,0,11,0
440000,442000,1347,0,876,7,66,0,55,0
440000,441300,1347,0,876,7,62,0,52,0
440000,440800,1347,0,876,7,22,0,15,0
440000,441200,1347,0,876,7,19,0,13,1
440000,440900,1347,0,876,7,14,0,9,0
440000,441400,1347,0,876,7,16,0,12,0
440000,441700,1347,0,876,7,14,0,10,0
440000,440500,1347,0,876,7,25,0,22,0
440000,440200,1347,0,876,7,10,0,7,0
440000,445200,1347,0,876,7,8,0,5,0
440000,441500,1347,0,876,7,5,0,4,0
440000,445100,1347,0,876,7,5,0,4,0
440000,441800,1347,0,876,7,12,0,12,0
440000,441600,1347,0,876,7,4,0,4,0
370000,370800,756,0,382,6,258,0,43,0
370000,370100,756,0,382,6,47,0,25,0
370000,370600,756,0,382,6,47,0,26,0
370000,370700,756,0,382,6,44,0,24,0
370000,371400,756,0,382,6,37,0,15,2
370000,370200,756,0,382,6,60,0,42,1
370000,371000,756,0,382,6,38,0,27,0
370000,370300,756,0,382,6,30,0,18,1
370000,370900,756,0,382,6,35,0,23,2
370000,371500,756,0,382,6,38,0,31,0
370000,371300,756,0,382,6,49,0,45,0
370000,371100,756,0,382,6,16,0,12,0
370000,371600,756,0,382,6,15,0,12,0
370000,370400,756,0,382,6,24,0,22,0
370000,371700,756,0,382,6,18,0,17,0
430000,430100,1017,0,802,4,242,0,164,2
430000,430600,1017,0,802,4,156,0,111,1
430000,430200,1017,0,802,4,80,0,56,0
430000,431300,1017,0,802,4,76,0,58,0
430000,430700,1017,0,802,4,82,0,69,0
430000,430500,1017,0,802,4,102,0,90,1
430000,430400,1017,0,802,4,48,0,38,0
430000,430300,1017,0,802,4,36,0,29,0
430000,431000,1017,0,802,4,39,0,34,0
430000,431100,1017,0,802,4,44,0,42,0
430000,430900,1017,0,802,4,59,0,58,0
430000,431200,1017,0,802,4,40,0,40,0
430000,433100,1017,0,802,4,8,0,8,0
430000,430800,1017,0,802,4,5,0,5,0
340000,341200,989,0,775,6,155,0,112,0
340000,340100,989,0,775,6,174,0,135,1
340000,340300,989,0,775,6,160,0,127,5
340000,341500,989,0,775,6,69,0,48,0
340000,341600,989,0,775,6,108,0,89,0
340000,340500,989,0,775,6,38,0,25,0
340000,341300,989,0,775,6,41,0,30,0
340000,340400,989,0,775,6,27,0,20,0
340000,340600,989,0,775,6,27,0,22,0
340000,340800,989,0,775,6,83,0,79,0
340000,341700,989,0,775,6,17,0,13,0
340000,341100,989,0,775,6,13,0,9,0
340000,340200,989,0,775,6,33,0,30,0
340000,340700,989,0,775,6,29,0,26,0
340000,341000,989,0,775,6,9,0,6,0
340000,341800,989,0,775,6,6,0,4,0
230000,230100,480,0,263,13,198,0,78,4
230000,230500,480,0,263,13,52,0,29,3
230000,230300,480,0,263,13,46,0,27,0
230000,230200,480,0,263,13,43,0,28,1
230000,230600,480,0,263,13,26,0,14,1
230000,231200,480,0,263,13,47,0,35,4
230000,230900,480,0,263,13,17,0,12,0
230000,231100,480,0,263,13,14,0,9,0
230000,231000,480,0,263,13,14,0,9,0
230000,230400,480,0,263,13,5,0,4,0
230000,230800,480,0,263,13,15,0,15,0
230000,232700,480,0,263,13,2,0,2,0
230000,230700,480,0,263,13,1,0,1,0
420000,420100,65596,0,23222,2641,47824,0,13328,2104
420000,420900,65596,0,23222,2641,3516,0,1622,113
420000,421100,65596,0,23222,2641,2904,0,1948,110
420000,420700,65596,0,23222,2641,1389,0,613,42
420000,421000,65596,0,23222,2641,1579,0,867,45
420000,421300,65596,0,23222,2641,1307,0,693,37
420000,420500,65596,0,23222,2641,929,0,396,30
420000,420600,65596,0,23222,2641,1175,0,701,31
420000,420800,65596,0,23222,2641,923,0,508,37
420000,420200,65596,0,23222,2641,1013,0,624,33
420000,420300,65596,0,23222,2641,671,0,372,3
420000,421200,65596,0,23222,2641,836,0,616,11
420000,429004,65596,0,23222,2641,575,0,356,19
420000,429006,65596,0,23222,2641,496,0,307,13
420000,429005,65596,0,23222,2641,197,0,97,9
420000,422800,65596,0,23222,2641,251,0,164,4
420000,429021,65596,0,23222,2641,11,0,10,0
330000,330300,1205,0,885,1,504,0,354,1
330000,331000,1205,0,885,1,146,0,101,0
330000,0,1205,0,885,1,36,0,3,0
330000,330100,1205,0,885,1,169,0,146,0
330000,330200,1205,0,885,1,157,0,134,0
330000,330400,1205,0,885,1,45,0,32,0
330000,330600,1205,0,885,1,42,0,31,0
330000,330700,1205,0,885,1,55,0,46,0
330000,330900,1205,0,885,1,10,0,6,0
330000,331100,1205,0,885,1,17,0,14,0
330000,330800,1205,0,885,1,14,0,11,0
330000,330500,1205,0,885,1,10,0,7,0
510000,510100,534,0,313,3,143,0,83,3
510000,513300,534,0,313,3,74,0,18,0
510000,511700,534,0,313,3,42,0,20,0
510000,511300,534,0,313,3,39,0,23,0
510000,511900,534,0,313,3,24,0,11,0
510000,511600,534,0,313,3,30,0,20,0
510000,510600,534,0,313,3,18,0,9,0
510000,510700,534,0,313,3,22,0,14,0
510000,510500,534,0,313,3,24,0,17,0
510000,511000,534,0,313,3,22,0,15,0
510000,513400,534,0,313,3,13,0,9,0
510000,510900,534,0,313,3,17,0,15,0
510000,511500,534,0,313,3,12,0,10,0
510000,511400,534,0,313,3,8,0,6,0
510000,512000,534,0,313,3,4,0,2,0
510000,511800,534,0,313,3,7,0,6,0
510000,510400,534,0,313,3,16,0,16,0
510000,510300,534,0,313,3,9,0,9,0
510000,510800,534,0,313,3,6,0,6,0
510000,511100,534,0,313,3,3,0,3,0
510000,513200,534,0,313,3,1,0,1,0
340000,341200,989,0,768,6,155,0,112,0
340000,340100,989,0,768,6,174,0,135,1
340000,340300,989,0,768,6,160,0,127,5
340000,341500,989,0,768,6,69,0,48,0
340000,341600,989,0,768,6,108,0,89,0
340000,340500,989,0,768,6,38,0,25,0
340000,341300,989,0,768,6,41,0,30,0
340000,340800,989,0,768,6,83,0,74,0
340000,340400,989,0,768,6,27,0,20,0
340000,340200,989,0,768,6,33,0,28,0
340000,340600,989,0,768,6,27,0,22,0
340000,341700,989,0,768,6,17,0,13,0
340000,341100,989,0,768,6,13,0,9,0
340000,340700,989,0,768,6,29,0,26,0
340000,341000,989,0,768,6,9,0,6,0
340000,341800,989,0,768,6,6,0,4,0
350000,350300,296,0,226,1,56,0,36,0
350000,350500,296,0,226,1,47,0,29,0
350000,350700,296,0,226,1,20,0,13,0
350000,350100,296,0,226,1,72,0,65,1
350000,350400,296,0,226,1,14,0,8,0
350000,350600,296,0,226,1,20,0,15,0
350000,350200,296,0,226,1,35,0,31,0
350000,350900,296,0,226,1,26,0,23,0
350000,350800,296,0,226,1,6,0,6,0
310000,-1,337,0,276,3,111,0,89,1
310000,310115,337,0,276,3,60,0,50,0
310000,310113,337,0,276,3,21,0,13,0
310000,310104,337,0,276,3,18,0,15,0
310000,310106,337,0,276,3,16,0,13,0
310000,310117,337,0,276,3,14,0,11,0
310000,310114,337,0,276,3,9,0,6,0
310000,310112,337,0,276,3,19,0,17,0
310000,310107,337,0,276,3,11,0,9,0
310000,310110,337,0,276,3,9,0,7,0
310000,310101,337,0,276,3,6,0,4,0
310000,310120,337,0,276,3,9,0,8,0
310000,310109,337,0,276,3,7,0,6,0
310000,310118,337,0,276,3,6,0,5,0
310000,310116,337,0,276,3,4,0,3,0
310000,310151,337,0,276,3,4,0,3,0
310000,310105,337,0,276,3,13,0,13,0
310000,0,337,0,276,3,0,0,4,2
130000,130200,317,0,264,6,58,0,36,1
130000,130900,317,0,264,6,48,0,35,3
130000,130700,317,0,264,6,40,0,32,0
130000,130100,317,0,264,6,29,0,24,0
130000,130400,317,0,264,6,32,0,30,0
130000,130300,317,0,264,6,10,0,8,1
130000,130600,317,0,264,6,32,0,32,0
130000,131000,317,0,264,6,30,0,30,0
130000,130500,317,0,264,6,23,0,22,1
130000,131100,317,0,264,6,8,0,8,0
130000,130800,317,0,264,6,7,0,7,0
110000,110105,410,0,248,5,70,0,0,0
110000,110108,410,0,248,5,62,0,0,0
110000,110102,410,0,248,5,53,0,0,0
110000,110106,410,0,248,5,42,0,3,0
110000,110115,410,0,248,5,39,0,2,0
110000,110114,410,0,248,5,29,0,0,0
110000,-1,410,0,248,5,25,0,2,0
110000,110112,410,0,248,5,19,0,1,0
110000,110111,410,0,248,5,16,0,3,0
110000,110107,410,0,248,5,14,0,1,0
110000,110101,410,0,248,5,13,0,1,0
110000,110113,410,0,248,5,10,0,0,0
110000,110116,410,0,248,5,7,0,0,0
110000,110118,410,0,248,5,7,0,0,0
110000,110109,410,0,248,5,3,0,2,0
110000,110119,410,0,248,5,1,0,0,0
110000,0,410,0,248,5,0,0,233,5
